Symbol,Series,Security Name,Band,Remarks
21STCENMGM,EQ,21ST CENTURY MANAGEMENT SERVICES LIMITED,2,"-"
3IINFOTECH,BE,3I INFOTECH LIMITED,5,"-"
3PLAND,BE,3P LAND HOLDINGS LIMITED,5,"-"
3RDROCK,IT,3RD ROCK MULTIMEDIA LIMITED,5,"-"
63MOONS,EQ,63 MOONS TECHNOLOGIES LIMITED,5,"-"
A2ZINFRA,EQ,A2Z INFRA ENGINEERING LIMITED,5,"-"
AARON,EQ,AARON INDUSTRIES LIMITED,5,"-"
AARVEEDEN,EQ,AARVEE DENIMS & EXPORTS LIMITED,5,"-"
ABINFRA,SM,A B INFRABUILD LIMITED,5,"-"
ACCORD,SM,ACCORD SYNERGY LIMITED,5,"-"
ACEINTEG,SM,ACE INTEGRATED SOLUTIONS LIMITED,5,"-"
ADANIGREEN,BE,ADANI GREEN ENERGY LIMITED,5,"-"
ADANIPOWER,BE,ADANI POWER LIMITED,5,"-"
ADANITRANS,BE,ADANI TRANSMISSION LIMITED,5,"-"
ADL,BE,ARCHIDPLY DECOR LIMITED,5,"-"
ADROITINFO,EQ,ADROIT INFOTECH LIMITED,5,"GSM Stage - I"
AFFLE,BE,AFFLE (INDIA) LIMITED,5,"-"
AGARIND,EQ,AGARWAL INDUSTRIAL CORPORATION LIMITED,5,"-"
AGCNET,BE,AGC NETWORKS LIMITED,5,"-"
AGRITECH,EQ,AGRI-TECH (INDIA) LIMITED,5,"-"
AHLADA,EQ,AHLADA ENGINEERS LIMITED,5,"-"
AILIMITED,SM,ABHISHEK INTEGRATIONS LIMITED,5,"-"
AIRAN,BE,AIRAN LIMITED,5,"-"
AJMERA,BE,AJMERA REALTY & INFRA INDIA LIMITED,5,"-"
AJRINFRA,BE,GAMMON INFRASTRUCTURE PROJECTS LIMITED,5,"-"
AKSHOPTFBR,BE,AKSH OPTIFIBRE LIMITED,5,"-"
ALMONDZ,EQ,ALMONDZ GLOBAL SECURITIES LIMITED,5,"-"
ALPSINDUS,BE,ALPS INDUSTRIES LIMITED,5,"-"
AMBANIORG,SM,AMBANI ORGANICS LIMITED,5,"-"
AMDIND,EQ,AMD INDUSTRIES LIMITED,5,"-"
AMJUMBO,SM,A AND M JUMBO BAGS LIMITED,5,"-"
ANANTRAJ,BE,ANANT RAJ LIMITED,5,"-"
ANDHRACEMT,BE,ANDHRA CEMENTS LIMITED,5,"-"
ANIKINDS,EQ,ANIK INDUSTRIES LIMITED,5,"-"
ANKITMETAL,BE,ANKIT METAL & POWER LIMITED,5,"GSM Stage - II"
ANSALHSG,EQ,ANSAL HOUSING LIMITED,5,"-"
ARCHIDPLY,BE,ARCHIDPLY INDUSTRIES LIMITED,5,"-"
ARCHIES,BE,ARCHIES LIMITED,5,"-"
ARENTERP,EQ,RAJDARSHAN INDUSTRIES LIMITED,5,"-"
ARTEMISMED,EQ,ARTEMIS MEDICARE SERVICES LIMITED,5,"-"
ARTNIRMAN,SM,ART NIRMAN LIMITED,5,"-"
ARVEE,BE,ARVEE LABORATORIES (INDIA) LIMITED,5,"-"
ASAL,BE,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED,5,"-"
ASHAPURMIN,BE,ASHAPURA MINECHEM LIMITED,5,"-"
ASLIND,SM,ASL INDUSTRIES LIMITED,5,"-"
ATALREAL,SM,ATAL REALTECH LIMITED,5,"-"
ATGL,BE,ADANI TOTAL GAS LIMITED,5,"-"
ATLANTA,BE,ATLANTA  LIMITED,5,"-"
AURDIS,SM,AURANGABAD DISTILLERY LIMITED,5,"-"
AURIONPRO,BE,AURIONPRO SOLUTIONS LIMITED,5,"-"
AUSOMENT,BE,AUSOM ENTERPRISE LIMITED,5,"-"
AUTOIND,EQ,AUTOLINE INDUSTRIES LIMITED,5,"-"
AVG,SM,AVG LOGISTICS LIMITED,5,"-"
AVROIND,SM,AVRO INDIA LIMITED,5,"-"
AVSL,SM,AVSL INDUSTRIES LIMITED,5,"-"
AXISCADES,EQ,AXISCADES TECHNOLOGIES LIMITED,5,"-"
BAFNAPH,EQ,BAFNA PHARMACEUTICALS LIMITED,5,"-"
BAJAJHIND,BE,BAJAJ HINDUSTHAN SUGAR LIMITED,5,"-"
BALAXI,EQ,BALAXI PHARMACEUTICALS LIMITED,5,"-"
BALLARPUR,BZ,BALLARPUR INDUSTRIES LIMITED,5,"-"
BANG,BE,BANG OVERSEAS LIMITED,5,"-"
BANSWRAS,EQ,BANSWARA SYNTEX LIMITED,5,"-"
BARTRONICS,BZ,BARTRONICS INDIA LIMITED,5,"-"
BASML,EQ,BANNARI AMMAN SPINNING MILLS LIMITED,5,"-"
BBTCL,SM,B&B TRIPLEWALL CONTAINERS LIMITED,5,"-"
BCG,BE,BRIGHTCOM GROUP LIMITED,5,"-"
BCONCEPTS,SM,BRAND CONCEPTS LIMITED,5,"-"
BDR,IT,BDR BUILDCON LIMITED,5,"-"
BEARDSELL,EQ,BEARDSELL LIMITED,5,"-"
BEDMUTHA,BE,BEDMUTHA INDUSTRIES LIMITED,5,"-"
BESTAGRO,EQ,BEST AGROLIFE LIMITED,5,"-"
BHANDARI,EQ,BHANDARI HOSIERY EXPORTS LIMITED,5,"-"
BHARATWIRE,BE,BHARAT WIRE ROPES LIMITED,5,"-"
BIOFILCHEM,EQ,BIOFIL CHEMICALS & PHARMACEUTICALS LIMITED,5,"-"
BIRLACABLE,BE,BIRLA CABLE LIMITED,5,"-"
BKMINDST,BE,BKM INDUSTRIES LIMITED,5,"-"
BLBLIMITED,EQ,BLB LIMITED,5,"-"
BOHRA,SM,BOHRA INDUSTRIES LIMITED,5,"-"
BORORENEW,BE,BOROSIL RENEWABLES LIMITED,5,"-"
BRFL,BE,BOMBAY RAYON FASHIONS LIMITED,5,"-"
BRIGHT,SM,BRIGHT SOLAR LIMITED,5,"-"
BSHSL,BE,BOMBAY SUPER HYBRID SEEDS LIMITED,5,"-"
BSL,EQ,BSL LIMITED,5,"-"
BURNPUR,BE,BURNPUR CEMENT LIMITED,5,"GSM Stage - I"
BUTTERFLY,BE,BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,5,"-"
BVCL,BE,BARAK VALLEY CEMENTS LIMITED,5,"-"
CADSYS,SM,CADSYS (INDIA) LIMITED,5,"-"
CANDC,BZ,C & C CONSTRUCTIONS LIMITED,5,"GSM Stage - 0"
CCHHL,BE,COUNTRY CLUB HOSPITALITY & HOLIDAYS LIMITED,5,"-"
CDSL,BE,CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED,5,"-"
CEBBCO,BE,COMMERCIAL ENGINEERS & BODY BUILDERS CO LIMITED,5,"-"
CELEBRITY,EQ,CELEBRITY FASHIONS LIMITED,5,"-"
CGPOWER,BE,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,5,"-"
CINELINE,BE,CINELINE INDIA LIMITED,5,"-"
CINEVISTA,BE,CINEVISTA LIMITED,5,"-"
CLEDUCATE,EQ,CL EDUCATE LIMITED,5,"-"
CMMIPL,SM,CMM INFRAPROJECTS LIMITED,5,"-"
COFFEEDAY,EQ,COFFEE DAY ENTERPRISES LIMITED,5,"-"
COMPUSOFT,EQ,COMPUCOM SOFTWARE LIMITED,5,"-"
CONTI,SM,CONTINENTAL SEEDS AND CHEMICALS LIMITED,5,"-"
COX&KINGS,BZ,COX & KINGS LIMITED,5,"GSM Stage - 0"
CREATIVE,BE,CREATIVE PERIPHERALS AND DISTRIBUTION LIMITED,5,"-"
CREATIVEYE,EQ,CREATIVE EYE LIMITED,5,"-"
CREST,BE,CREST VENTURES LIMITED,5,"-"
CROWN,SM,CROWN LIFTERS LIMITED,5,"-"
CTE,EQ,CAMBRIDGE TECHNOLOGY ENTERPRISES LIMITED,5,"-"
CYBERMEDIA,BE,CYBER MEDIA (INDIA) LIMITED,5,"-"
DAMODARIND,BE,DAMODAR INDUSTRIES LIMITED,5,"-"
DBSTOCKBRO,EQ,DB (INTERNATIONAL) STOCK BROKERS LIMITED,5,"-"
DCM,BE,DCM  LIMITED,5,"-"
DCMFINSERV,BE,DCM FINANCIAL SERVICES LIMITED,5,"-"
DCMNVL,EQ,DCM NOUVELLE LIMITED,5,"-"
DEEPAKFERT,BE,DEEPAK FERTILIZERS AND PETROCHEMICALS CORPORATION LIMITED,5,"-"
DEEPENR,BE,DEEP ENERGY RESOURCES LIMITED,5,"-"
DELTAMAGNT,EQ,DELTA MANUFACTURING LIMITED,5,"-"
DGCONTENT,BE,DIGICONTENT LIMITED,5,"GSM Stage - I"
DHAMPURSUG,EQ,DHAMPUR SUGAR MILLS LIMITED,5,"-"
DHARSUGAR,BE,DHARANI SUGARS & CHEMICALS LIMITED,5,"-"
DIAPOWER,BZ,DIAMOND POWER INFRA LTD,5,"GSM Stage - I"
DIGISPICE,BE,DIGISPICE TECHNOLOGIES LIMITED,5,"-"
DPWIRES,EQ,D P WIRES LIMITED,5,"-"
DRL,SM,DHANUKA REALTY LIMITED,5,"-"
DSML,SM,DEBOCK SALES AND MARKETING LIMITED,5,"-"
DUCON,BE,DUCON INFRATECHNOLOGIES LIMITED,5,"-"
E2E,SM,E2E NETWORKS LIMITED,5,"-"
EASTSILK,EQ,EASTERN SILK INDUSTRIES LIMITED,5,"-"
EASUNREYRL,BZ,EASUN REYROLLE LIMITED,5,"GSM Stage - 0"
ECLERX,BE,ECLERX SERVICES LIMITED,5,"-"
EDUCOMP,BZ,EDUCOMP SOLUTIONS LIMITED,5,"GSM Stage - 0"
EIFFL,SM,EURO INDIA FRESH FOODS LIMITED,5,"-"
EKC,BE,EVEREST KANTO CYLINDER LIMITED,5,"-"
EMAMIREAL,EQ,EMAMI REALTY LIMITED,5,"-"
EMCO,BZ,EMCO LIMITED,5,"GSM Stage - 0"
EMKAYTOOLS,SM,EMKAY TAPS AND CUTTING TOOLS LIMITED,5,"-"
ENERGYDEV,EQ,ENERGY DEVELOPMENT COMPANY LIMITED,5,"-"
EROSMEDIA,EQ,EROS INTERNATIONAL MEDIA LIMITED,5,"-"
EXCEL,BE,EXCEL REALTY N INFRA LIMITED,5,"-"
EXPLEOSOL,BE,EXPLEO SOLUTIONS LIMITED,5,"-"
EXXARO,BE,EXXARO TILES LIMITED,5,"-"
FAIRCHEMOR,EQ,FAIRCHEM ORGANICS LIMITED,5,"-"
FCSSOFT,BE,FCS SOFTWARE SOLUTIONS LIMITED,5,"-"
FELDVR,EQ,FUTURE ENTERPRISES LIMITED,5,"-"
FELIX,SM,FELIX INDUSTRIES LIMITED,5,"-"
FLEXITUFF,EQ,FLEXITUFF VENTURES INTERNATIONAL LIMITED,5,"-"
FMNL,EQ,FUTURE MARKET NETWORKS LIMITED,5,"-"
FOCUS,SM,FOCUS LIGHTING AND FIXTURES LIMITED,5,"-"
GANGAFORGE,EQ,GANGA FORGING LIMITED,5,"-"
GDL,BE,GATEWAY DISTRIPARKS LIMITED,5,"-"
GENESYS,EQ,GENESYS INTERNATIONAL CORPORATION LIMITED,5,"-"
GENUSPAPER,BE,GENUS PAPER & BOARDS LIMITED,5,"-"
GFSTEELS,BE,GRAND FOUNDRY LIMITED,5,"GSM Stage - II"
GICL,SM,GLOBE INTERNATIONAL CARRIERS LIMITED,5,"-"
GILLANDERS,BE,GILLANDERS ARBUTHNOT & COMPANY LIMITED,5,"-"
GIRIRAJ,SM,GIRIRAJ CIVIL DEVELOPERS LIMITED,5,"-"
GIRRESORTS,IT,GIR NATUREVIEW RESORTS LIMITED,5,"-"
GISOLUTION,BE,GI ENGINEERING SOLUTIONS LIMITED,5,"GSM Stage - II"
GLOBALVECT,EQ,GLOBAL VECTRA HELICORP LIMITED,5,"-"
GLOBE,BE,GLOBE TEXTILES (INDIA) LIMITED,5,"-"
GLOBUSSPR,BE,GLOBUS SPIRITS LIMITED,5,"-"
GODHA,BE,GODHA CABCON & INSULATION LIMITED,5,"-"
GOENKA,BZ,GOENKA DIAMOND AND JEWELS LIMITED,5,"-"
GOKEX,EQ,GOKALDAS EXPORTS LIMITED,5,"-"
GOLDENTOBC,EQ,GOLDEN TOBACCO LIMITED,5,"-"
GOLDSTAR,SM,GOLDSTAR POWER LIMITED,5,"-"
GOLDTECH,EQ,GOLDSTONE TECHNOLOGIES LIMITED,5,"-"
GOODLUCK,EQ,GOODLUCK INDIA LIMITED,5,"-"
GPIL,BE,GODAWARI POWER AND ISPAT LIMITED,5,"-"
GREENPANEL,BE,GREENPANEL INDUSTRIES LIMITED,5,"-"
GREENPOWER,EQ,ORIENT GREEN POWER COMPANY LIMITED,5,"-"
GRETEX,SM,GRETEX INDUSTRIES LIMITED,5,"-"
GTL,BE,GTL LIMITED,5,"-"
GTLINFRA,BE,GTL INFRASTRUCTURE LIMITED,5,"-"
GTNTEX,EQ,GTN TEXTILES LIMITED,5,"-"
GUJNRECOKE,W1,GUJARAT NRE COKE LIMITED,5,"-"
GUJRAFFIA,BE,GUJARAT RAFFIA INDUSTRIES LIMITED,5,"-"
GULPOLY,BE,GULSHAN POLYOLS LIMITED,5,"-"
HAVISHA,BE,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,5,"-"
HBSL,EQ,HB STOCKHOLDINGS LIMITED,5,"-"
HCC,EQ,HINDUSTAN CONSTRUCTION COMPANY LIMITED,5,"-"
HCL-INSYS,EQ,HCL INFOSYSTEMS LIMITED,5,"-"
HDIL,BZ,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,5,"-"
HECPROJECT,SM,HEC INFRA PROJECTS LIMITED,5,"-"
HEXATRADEX,BE,HEXA TRADEX LIMITED,5,"-"
HFCL,BE,HFCL LIMITED,5,"-"
HGS,BE,HINDUJA GLOBAL SOLUTIONS LIMITED,5,"-"
HILTON,EQ,HILTON METAL FORGING LIMITED,5,"-"
HIMATSEIDE,BE,HIMATSINGKA SEIDE LIMITED,5,"-"
HINDCON,EQ,HINDCON CHEMICALS LIMITED,5,"-"
HINDNATGLS,BE,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LIMITED,5,"-"
HMT,BZ,HMT LIMITED,5,"-"
HNDFDS,BE,HINDUSTAN FOODS LIMITED,5,"-"
HOVS,BE,HOV SERVICES LIMITED,5,"-"
HPL,EQ,HPL ELECTRIC & POWER LIMITED,5,"-"
HUBTOWN,BE,HUBTOWN LIMITED,5,"-"
ICDSLTD,BE,ICDS LIMITED,5,"-"
IIFL,BE,IIFL FINANCE LIMITED,5,"-"
IITL,EQ,INDUSTRIAL INVESTMENT TRUST LIMITED,5,"-"
IL&FSENGG,BZ,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED,5,"-"
IL&FSTRANS,BZ,IL&FS TRANSPORTATION NETWORKS LIMITED,5,"-"
IMFA,BE,INDIAN METALS & FERRO ALLOYS LIMITED,5,"-"
INCREDIBLE,BE,INCREDIBLE INDUSTRIES LIMITED,5,"-"
INDIANCARD,BE,INDIAN CARD CLOTHING COMPANY LIMITED,5,"-"
INDLMETER,EQ,IMP POWERS LIMITED,5,"-"
INDORAMA,BE,INDO RAMA SYNTHETICS (INDIA) LIMITED,5,"-"
INDOSOLAR,BZ,INDOSOLAR LIMITED,5,"-"
INDOTECH,BE,INDO TECH TRANSFORMERS LIMITED,5,"-"
INDOTHAI,EQ,INDO THAI SECURITIES LIMITED,5,"-"
INDOWIND,BE,INDOWIND ENERGY LIMITED,5,"-"
INDSWFTLTD,BE,IND-SWIFT LIMITED,5,"-"
INFOBEAN,BE,INFOBEANS TECHNO. LTD.,5,"-"
INNOVANA,SM,INNOVANA THINKLABS LIMITED,5,"-"
INNOVATIVE,SM,INNOVATIVE TYRES AND TUBES LIMITED,5,"-"
INSPIRISYS,BE,INSPIRISYS SOLUTIONS LIMITED,5,"-"
INTENTECH,EQ,INTENSE TECHNOLOGIES LIMITED,5,"-"
IRISDOREME,BE,IRIS CLOTHINGS LIMITED,5,"-"
ISMTLTD,BE,ISMT LIMITED,5,"-"
IVC,EQ,IL&FS INVESTMENT MANAGERS LIMITED,5,"-"
IVP,EQ,IVP LIMITED,5,"-"
IWEL,BE,INOX WIND ENERGY LIMITED,5,"-"
IZMO,EQ,IZMO LIMITED,5,"-"
JAIBALAJI,EQ,JAI BALAJI INDUSTRIES LIMITED,5,"-"
JAINSTUDIO,BZ,JAIN STUDIOS LIMITED,5,"GSM Stage - 0"
JAIPURKURT,SM,NANDANI CREATION LIMITED,5,"-"
JALAN,SM,JALAN TRANSOLUTIONS (INDIA) LIMITED,5,"-"
JAYNECOIND,BE,JAYASWAL NECO INDUSTRIES LIMITED,5,"-"
JBFIND,BE,JBF INDUSTRIES LIMITED,5,"-"
JETAIRWAYS,BZ,JET AIRWAYS (INDIA) LIMITED,5,"-"
JETFREIGHT,SM,JET FREIGHT LOGISTICS LIMITED,5,"-"
JETKNIT,SM,JET KNITWEARS LIMITED,5,"-"
JISLDVREQS,EQ,JAIN IRRIGATION SYSTEMS LIMITED,5,"-"
JITFINFRA,BE,JITF INFRALOGISTICS LIMITED,5,"-"
JMTAUTOLTD,EQ,JMT AUTO LIMITED,5,"-"
JPASSOCIAT,BE,JAIPRAKASH ASSOCIATES LIMITED,5,"-"
JPINFRATEC,EQ,JAYPEE INFRATECH LIMITED,5,"-"
JPPOWER,EQ,JAIPRAKASH POWER VENTURES LIMITED,5,"-"
JSWENERGY,BE,JSW ENERGY LIMITED,5,"-"
JSWISPL,BE,JSW ISPAT SPECIAL PRODUCTS LIMITED,5,"-"
JUBLINDS,EQ,JUBILANT INDUSTRIES LIMITED,5,"-"
JUMPNET,EQ,JUMP NETWORKS LIMITED,5,"-"
JYOTISTRUC,BZ,JYOTI STRUCTURES LIMITED,5,"-"
KALYANI,BE,KALYANI COMMERCIALS LIMITED,5,"-"
KALYANIFRG,BE,KALYANI FORGE LIMITED,5,"-"
KANANIIND,BE,KANANI INDUSTRIES LIMITED,5,"-"
KANORICHEM,EQ,KANORIA CHEMICALS & INDUSTRIES LIMITED,5,"-"
KAPSTON,BE,KAPSTON FACILITIES MANAGEMENT LIMITED,5,"-"
KARDA,BE,KARDA CONSTRUCTIONS LIMITED,5,"-"
KARMAENG,BE,KARMA ENERGY LIMITED,5,"-"
KAUSHALYA,EQ,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,5,"-"
KAVVERITEL,BE,KAVVERI TELECOM PRODUCTS LIMITED,5,"-"
KCPSUGIND,EQ,KCP SUGAR AND INDUSTRIES CORPORATION LIMITED,5,"-"
KERNEX,BE,KERNEX MICROSYSTEMS (INDIA) LIMITED,5,"-"
KHAICHEM,EQ,KHAITAN CHEMICALS & FERTILIZERS LIMITED,5,"-"
KHANDSE,EQ,KHANDWALA SECURITIES LIMITED,5,"-"
KILITCH,EQ,KILITCH DRUGS (INDIA) LIMITED,5,"-"
KINGFA,EQ,KINGFA SCIENCE & TECHNOLOGY (INDIA) LIMITED,5,"-"
KIRLOSBROS,BE,KIRLOSKAR BROTHERS LIMITED,5,"-"
KKVAPOW,SM,KKV AGRO POWERS LIMITED,5,"-"
KMSUGAR,EQ,K.M.SUGAR MILLS LIMITED,5,"-"
KOPRAN,BE,KOPRAN LIMITED,5,"-"
KOTHARIPRO,BE,KOTHARI PRODUCTS LIMITED,5,"-"
KPIGLOBAL,EQ,K.P.I. GLOBAL INFRASTRUCTURE LIMITED,5,"-"
KRIDHANINF,EQ,KRIDHAN INFRA LIMITED,5,"-"
KRISHANA,EQ,KRISHANA PHOSCHEM LIMITED,5,"-"
KSOLVES,SM,KSOLVES INDIA LIMITED,5,"-"
LAGNAM,SM,LAGNAM SPINTEX LIMITED,5,"-"
LAKPRE,BZ,LAKSHMI PRECISION SCREWS LIMITED,5,"GSM Stage - 0"
LAMBODHARA,BE,LAMBODHARA TEXTILES LIMITED,5,"-"
LATTEYS,SM,LATTEYS INDUSTRIES LIMITED,5,"-"
LAXMICOT,SM,LAXMI COTSPIN LIMITED,5,"-"
LEXUS,SM,LEXUS GRANITO (INDIA) LIMITED,5,"-"
LGBFORGE,BE,LGB FORGE LIMITED,5,"-"
LGHL,SM,LAXMI GOLDORNA HOUSE LIMITED,5,"-"
LIQUIDBEES,EQ,NIPPON INDIA ETF LIQUID BEES,5,"-"
LOTUSEYE,BE,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,5,"-"
LPDC,BE,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,5,"-"
LSIL,BE,LLOYDS STEELS INDUSTRIES LIMITED,5,"-"
LYKALABS,EQ,LYKA LABS LIMITED,5,"-"
LYPSAGEMS,EQ,LYPSA GEMS & JEWELLERY LIMITED,5,"-"
MAANALU,BE,MAAN ALUMINIUM LIMITED,5,"-"
MADHUCON,EQ,MADHUCON PROJECTS LIMITED,5,"-"
MAGADSUGAR,EQ,MAGADH SUGAR & ENERGY LIMITED,5,"-"
MAGNUM,BE,MAGNUM VENTURES LIMITED,5,"-"
MAHAPEXLTD,BE,MAHA RASHTRA APEX CORPORATION LIMITED,5,"-"
MANAKSTEEL,EQ,MANAKSIA STEELS LIMITED,5,"-"
MANALIPETC,BE,MANALI PETROCHEMICALS LIMITED,5,"-"
MANAV,SM,MANAV INFRA PROJECTS LIMITED,5,"-"
MANUGRAPH,EQ,MANUGRAPH INDIA LIMITED,5,"-"
MARALOVER,EQ,MARAL OVERSEAS LIMITED,5,"-"
MASKINVEST,BE,MASK INVESTMENTS LIMITED,5,"GSM Stage - 0"
MAWANASUG,BE,MAWANA SUGARS LIMITED,5,"-"
MBECL,BE,MCNALLY BHARAT ENGINEERING COMPANY LIMITED,5,"-"
MCL,EQ,MADHAV COPPER LIMITED,5,"-"
MCLEODRUSS,EQ,MCLEOD RUSSEL INDIA LIMITED,5,"-"
MDL,SM,MARVEL DECOR LIMITED,5,"-"
MEGASOFT,BE,MEGASOFT LIMITED,5,"-"
MELSTAR,BZ,MELSTAR INFORMATION TECHNOLOGIES LIMITED,5,"GSM Stage - 0"
MERCATOR,BE,MERCATOR LIMITED,5,"-"
METALFORGE,BZ,METALYST FORGINGS LIMITED,5,"-"
MFL,BE,MEGHMANI FINECHEM LIMITED,5,"-"
MILTON,SM,MILTON INDUSTRIES LIMITED,5,"-"
MINDPOOL,SM,MINDPOOL TECHNOLOGIES LIMITED,5,"-"
MINDTECK,EQ,MINDTECK (INDIA) LIMITED,5,"-"
MIRCELECTR,BE,MIRC ELECTRONICS LIMITED,5,"-"
MITCON,SM,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,5,"-"
MKPL,SM,M K PROTEINS LIMITED,5,"-"
MODIRUBBER,BE,MODI RUBBER LIMITED,5,"-"
MOHITIND,BE,MOHIT INDUSTRIES LIMITED,5,"-"
MOHOTAIND,BE,MOHOTA INDUSTRIES LIMITED,5,"-"
MOL,BE,MEGHMANI ORGANICS LIMITED,5,"-"
MOLDTECH,BE,MOLD-TEK TECHNOLOGIES LIMITED,5,"-"
MORARJEE,EQ,MORARJEE TEXTILES LIMITED,5,"-"
MPTODAY,SM,MADHYA PRADESH TODAY MEDIA LIMITED,5,"-"
MRO,IT,M.R. ORGANISATION LIMITED,5,"-"
MRO-TEK,BE,MRO-TEK REALTY LIMITED,5,"GSM Stage - II"
MSPL,EQ,MSP STEEL & POWER LIMITED,5,"-"
MUKANDLTD,BE,MUKAND LIMITED,5,"-"
MUKTAARTS,EQ,MUKTA ARTS LIMITED,5,"-"
NAGAFERT,BE,NAGARJUNA FERTILIZERS AND CHEMICALS LIMITED,5,"-"
NAGREEKCAP,EQ,NAGREEKA CAPITAL & INFRASTRUCTURE LIMITED,5,"-"
NAGREEKEXP,BE,NAGREEKA EXPORTS LIMITED,5,"-"
NAHARCAP,EQ,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,5,"-"
NAHARINDUS,BE,NAHAR INDUSTRIAL ENTERPRISES LIMITED,5,"-"
NAHARSPING,BE,NAHAR SPINNING MILLS LIMITED,5,"-"
NARMADA,SM,NARMADA AGROBASE LIMITED,5,"-"
NATNLSTEEL,EQ,NATIONAL STEEL AND AGRO INDUSTRIES LIMITED,5,"GSM Stage - I"
NDGL,BE,NAGA DHUNSERI GROUP LIMITED,5,"-"
NDL,EQ,NANDAN DENIM LIMITED,5,"-"
NDRAUTO,BE,NDR AUTO COMPONENTS LIMITED,5,"-"
NECCLTD,EQ,NORTH EASTERN CARRYING CORPORATION LIMITED,5,"-"
NELCO,EQ,NELCO LIMITED,5,"-"
NEULANDLAB,BE,NEULAND LABORATORIES LIMITED,5,"-"
